,Country,ID,Mk,Category Type Approved,Category Registered,Mass (kg),CO2 (g/km),W (mm),Steering Axle (mm),Other Axle (mm),Ft,Fm,Engine Capacity (cm3),Engine Power (KW)
8920,FR,4832422,Volkswagen,M1,M1,1323.0,109.0,2620.0,1533.0,1533.0,Diesel,M,1598.0,85.0
8921,SI,2538569,Volkswagen,M1,M1,1316.0,116.0,2620.0,1533.0,1503.0,Petrol,M,1498.0,110.0
8922,FR,4794545,Volkswagen,M1,M1,1135.0,110.0,2456.0,1441.0,1441.0,Petrol,M,1197.0,81.0
8923,FR,4765330,Volkswagen,M1,M1,1541.0,121.0,2786.0,1578.0,1578.0,Diesel,M,1968.0,110.0
8924,DK,681114,Volkswagen,M1,M1,1247.0,120.0,2620.0,1527.0,1496.0,Petrol,M,1395.0,92.0
8925,FR,4852720,Volkswagen,M1,M1,1291.0,119.0,2620.0,1533.0,1533.0,Petrol,M,1395.0,92.0
8926,FR,4854343,Volkswagen,M1,M1,1323.0,106.0,2620.0,1533.0,1533.0,Diesel,M,1598.0,85.0
8927,DK,686694,Volkswagen,M1,M1,1302.0,121.0,2620.0,1533.0,1503.0,Petrol,M,1395.0,110.0
8928,FR,4766085,Volkswagen,M1,M1,1505.0,113.0,2786.0,1578.0,1578.0,Diesel,M,1968.0,110.0
8929,FR,4813107,Volkswagen,M1,M1,1000.0,108.0,2407.0,1412.0,1412.0,Petrol,M,999.0,66.0
8930,FR,4734888,Volkswagen,M1,M1,1615.0,129.0,2677.0,1579.0,1579.0,Diesel,M,1968.0,110.0
8931,FR,4831696,Volkswagen,M1,M1,1394.0,119.0,2620.0,1527.0,1527.0,Diesel,M,1968.0,110.0
8932,FR,4804681,Volkswagen,M1,M1,1107.0,109.0,2456.0,1441.0,1441.0,Petrol,M,1197.0,66.0
8933,DK,609726,Volkswagen,M1,M1,934.0,96.0,2407.0,1412.0,1408.0,Petrol,M,999.0,44.0
8934,BE,1285569,"Volkswagen, vw",M1,M1,1314.0,124.0,2540.0,1571.0,1543.0,Petrol,M,1197.0,77.0
8935,BE,1298193,"Volkswagen, vw",M1,M1,1321.0,103.0,2620.0,1527.0,1496.0,Diesel,M,1598.0,81.0
8936,SI,2540412,Volkswagen,M1,M1,1145.0,101.0,2551.0,1499.0,1483.0,Petrol,M,999.0,70.0
8937,FR,4723595,Volkswagen,M1,M1,1464.0,128.0,2786.0,1561.0,1561.0,Petrol,M,1197.0,81.0
8938,DK,699225,Volkswagen,M1,M1,1323.0,106.0,2620.0,1533.0,1503.0,Diesel,M,1598.0,85.0
8939,FR,4851736,Volkswagen,M1,M1,1323.0,106.0,2620.0,1533.0,1533.0,Diesel,M,1598.0,85.0
8940,FR,4415367,Audi,M1,M1,1500.0,129.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,135.0
8941,FR,4415368,Audi,M1,M1,1535.0,114.0,2594.0,1538.0,1538.0,Diesel,M,1968.0,110.0
8942,FR,4415369,Audi,M1,M1,1590.0,139.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,110.0
8943,FR,4415370,Audi,M1,M1,1360.0,103.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,85.0
8944,FR,4415371,Audi,M1,M1,1320.0,113.0,2618.0,1538.0,1538.0,Petrol,M,1395.0,110.0
8945,FR,4415372,Audi,M1,M1,1380.0,109.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
8946,FR,4415373,Audi,M1,M1,1360.0,103.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,85.0
8947,FR,4415374,Audi,M1,M1,1540.0,135.0,2594.0,1538.0,1538.0,Petrol,M,1984.0,140.0
8948,FR,4415375,Audi,M1,M1,1395.0,118.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,135.0
8949,FR,4415376,Audi,M1,M1,1480.0,138.0,2601.0,1553.0,1553.0,Petrol,M,1395.0,110.0
8950,FR,4415377,Audi,M1,M1,1380.0,109.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
8951,FR,4415378,Audi,M1,M1,1395.0,119.0,2618.0,1538.0,1538.0,Diesel,M,1968.0,110.0
8952,FR,4415379,Audi,M1,M1,1315.0,114.0,2621.0,1534.0,1534.0,Petrol,M,1498.0,110.0
8953,FR,4415380,Audi,M1,M1,1385.0,104.0,2618.0,1538.0,1538.0,Diesel,M,1968.0,110.0
8954,FR,4415381,Audi,M1,M1,1680.0,131.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,110.0
8955,FR,4415382,Audi,M1,M1,1500.0,129.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,135.0
8956,FR,4415383,Audi,M1,M1,1395.0,119.0,2618.0,1538.0,1538.0,Diesel,M,1968.0,110.0
8957,FR,4415384,Audi,M1,M1,1350.0,109.0,2586.0,1534.0,1534.0,Diesel,M,1968.0,110.0
8958,FR,4415385,Audi,M1,M1,1615.0,40.0,2621.0,1534.0,1534.0,Petrol/electric,M,1395.0,110.0
8959,FR,4415386,Audi,M1,M1,1525.0,130.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,135.0
8960,FR,4415387,Audi,M1,M1,1540.0,150.0,2621.0,1534.0,1534.0,Petrol,M,1984.0,228.0
8961,FR,4415388,Audi,M1,M1,1700.0,144.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,135.0
8962,FR,4415389,Audi,M1,M1,1385.0,108.0,2618.0,1538.0,1538.0,Diesel,M,1968.0,110.0
8963,FR,4415390,Audi,M1,M1,1255.0,107.0,2621.0,1534.0,1534.0,Petrol,M,999.0,85.0
8964,FR,4415391,Audi,M1,M1,1615.0,129.0,2594.0,1538.0,1538.0,Diesel,M,1968.0,110.0
8965,FR,4415392,Audi,M1,M1,1615.0,38.0,2621.0,1534.0,1534.0,Petrol/electric,M,1395.0,110.0
8966,FR,4415393,Audi,M1,M1,1390.0,129.0,2621.0,1534.0,1534.0,Petrol,M,1984.0,140.0
8967,FR,4415394,Audi,M1,M1,1590.0,132.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,110.0
8968,FR,4415395,Audi,M1,M1,1470.0,117.0,2594.0,1538.0,1538.0,Petrol,M,1395.0,110.0
8969,FR,4415396,Audi,M1,M1,1360.0,130.0,2621.0,1534.0,1534.0,Petrol,M,1984.0,140.0
8970,FR,4415397,Audi,M1,M1,1320.0,112.0,2618.0,1538.0,1538.0,Petrol,M,1395.0,110.0
8971,FR,4415398,Audi,M1,M1,1275.0,107.0,2621.0,1534.0,1534.0,Petrol,M,999.0,85.0
8972,FR,4415399,Audi,M1,M1,1615.0,40.0,2621.0,1534.0,1534.0,Petrol/electric,M,1395.0,110.0
8973,FR,4415400,Audi,M1,M1,1315.0,114.0,2621.0,1534.0,1534.0,Petrol,M,1498.0,110.0
8974,FR,4415401,Audi,M1,M1,1680.0,133.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,110.0
8975,FR,4415402,Audi,M1,M1,1500.0,129.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,135.0
8976,FR,4415403,Audi,M1,M1,1345.0,108.0,2618.0,1538.0,1538.0,Diesel,M,1598.0,85.0
8977,FR,4415404,Audi,M1,M1,1535.0,113.0,2594.0,1538.0,1538.0,Diesel,M,1968.0,110.0
8978,FR,4415405,Audi,M1,M1,1615.0,38.0,2621.0,1534.0,1534.0,Petrol/electric,M,1395.0,110.0
8979,FR,4415406,Audi,M1,M1,1700.0,144.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,135.0
8980,FR,4415407,Audi,M1,M1,1505.0,114.0,2594.0,1538.0,1538.0,Diesel,M,1598.0,85.0
8981,FR,4415408,Audi,M1,M1,1470.0,118.0,2594.0,1538.0,1538.0,Petrol,M,1395.0,110.0
8982,FR,4415409,Audi,M1,M1,1315.0,115.0,2621.0,1534.0,1534.0,Petrol,M,1395.0,110.0
8983,FR,4415410,Audi,M1,M1,1615.0,40.0,2621.0,1534.0,1534.0,Petrol/electric,M,1395.0,110.0
8984,FR,4415411,Audi,M1,M1,1525.0,130.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,135.0
8985,FR,4415412,Audi,M1,M1,1255.0,107.0,2621.0,1534.0,1534.0,Petrol,M,999.0,85.0
8986,FR,4415413,Audi,M1,M1,1560.0,119.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,110.0
8987,FR,4415414,Audi,M1,M1,1430.0,123.0,2594.0,1538.0,1538.0,Petrol,M,1395.0,85.0
8988,FR,4415415,Audi,M1,M1,1355.0,98.0,2618.0,1538.0,1538.0,Diesel,M,1598.0,81.0
8989,FR,4415416,Audi,M1,M1,1315.0,115.0,2621.0,1534.0,1534.0,Petrol,M,1395.0,110.0
8990,FR,4415417,Audi,M1,M1,1475.0,134.0,2621.0,1534.0,1534.0,Petrol,M,1984.0,140.0
8991,FR,4415418,Audi,M1,M1,1615.0,152.0,2601.0,1553.0,1553.0,Petrol,M,1984.0,132.0
8992,FR,4415419,Audi,M1,M1,1555.0,124.0,2594.0,1538.0,1538.0,Diesel,M,1968.0,110.0
8993,FR,4415420,Audi,M1,M1,1320.0,113.0,2618.0,1538.0,1538.0,Petrol,M,1395.0,110.0
8994,FR,4415421,Audi,M1,M1,1350.0,99.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,81.0
8995,FR,4415422,Audi,M1,M1,1415.0,115.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
8996,FR,4415423,Audi,M1,M1,1335.0,106.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,85.0
8997,FR,4415424,Audi,M1,M1,1335.0,108.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,85.0
8998,FR,4415425,Audi,M1,M1,1560.0,119.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,110.0
8999,FR,4415426,Audi,M1,M1,1320.0,108.0,2586.0,1534.0,1534.0,Diesel,M,1598.0,81.0
9000,FR,4415427,Audi,M1,M1,1395.0,119.0,2618.0,1538.0,1538.0,Diesel,M,1968.0,110.0
9001,FR,4415428,Audi,M1,M1,1395.0,119.0,2618.0,1538.0,1538.0,Diesel,M,1968.0,110.0
9002,FR,4415429,Audi,M1,M1,1380.0,112.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9003,FR,4415430,Audi,M1,M1,1590.0,132.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,88.0
9004,FR,4415431,Audi,M1,M1,1450.0,116.0,2594.0,1538.0,1538.0,Petrol,M,1395.0,110.0
9005,FR,4415432,Audi,M1,M1,1540.0,152.0,2621.0,1534.0,1534.0,Petrol,M,1984.0,228.0
9006,FR,4415433,Audi,M1,M1,1320.0,113.0,2618.0,1538.0,1538.0,Petrol,M,1395.0,110.0
9007,FR,4415434,Audi,M1,M1,1415.0,115.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9008,FR,4415435,Audi,M1,M1,1415.0,116.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9009,FR,4415436,Audi,M1,M1,1255.0,107.0,2621.0,1534.0,1534.0,Petrol,M,999.0,85.0
9010,FR,4415437,Audi,M1,M1,1680.0,133.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,110.0
9011,FR,4415438,Audi,M1,M1,1305.0,107.0,2586.0,1534.0,1534.0,Diesel,M,1598.0,81.0
9012,FR,4415439,Audi,M1,M1,1545.0,148.0,2618.0,1538.0,1538.0,Petrol,M,1984.0,228.0
9013,FR,4415440,Audi,M1,M1,1350.0,107.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,81.0
9014,FR,4415441,Audi,M1,M1,1315.0,114.0,2621.0,1534.0,1534.0,Petrol,M,1498.0,110.0
9015,FR,4415442,Audi,M1,M1,1700.0,139.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,135.0
9016,FR,4415443,Audi,M1,M1,1315.0,114.0,2621.0,1534.0,1534.0,Petrol,M,1395.0,110.0
9017,FR,4415444,Audi,M1,M1,1320.0,112.0,2618.0,1538.0,1538.0,Petrol,M,1395.0,110.0
9018,FR,4415445,Audi,M1,M1,1380.0,109.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9019,FR,4415446,Audi,M1,M1,1335.0,106.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,85.0
9020,FR,4415447,Audi,M1,M1,1315.0,115.0,2621.0,1534.0,1534.0,Petrol,M,1395.0,110.0
9021,FR,4415448,Audi,M1,M1,1590.0,132.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,110.0
9022,FR,4415449,Audi,M1,M1,1395.0,119.0,2618.0,1538.0,1538.0,Diesel,M,1968.0,110.0
9023,FR,4415450,Audi,M1,M1,1475.0,137.0,2621.0,1534.0,1534.0,Petrol,M,1984.0,140.0
9024,FR,4415451,Audi,M1,M1,1360.0,99.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,81.0
9025,FR,4415452,Audi,M1,M1,1305.0,107.0,2586.0,1534.0,1534.0,Diesel,M,1598.0,81.0
9026,FR,4415453,Audi,M1,M1,1525.0,133.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,135.0
9027,FR,4415454,Audi,M1,M1,1280.0,112.0,2586.0,1534.0,1534.0,Petrol,M,1498.0,110.0
9028,FR,4415455,Audi,M1,M1,1380.0,109.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9029,FR,4415456,Audi,M1,M1,1460.0,141.0,2601.0,1553.0,1553.0,Petrol,M,1395.0,110.0
9030,FR,4415457,Audi,M1,M1,1630.0,141.0,2594.0,1538.0,1538.0,Petrol,M,1984.0,140.0
9031,FR,4415458,Audi,M1,M1,1275.0,104.0,2621.0,1534.0,1534.0,Petrol,M,999.0,85.0
9032,FR,4415459,Audi,M1,M1,1305.0,107.0,2586.0,1534.0,1534.0,Diesel,M,1598.0,81.0
9033,FR,4415460,Audi,M1,M1,1315.0,113.0,2621.0,1534.0,1534.0,Petrol,M,1498.0,110.0
9034,FR,4415461,Audi,M1,M1,1395.0,120.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9035,FR,4415462,Audi,M1,M1,1590.0,139.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,88.0
9036,FR,4415463,Audi,M1,M1,1630.0,141.0,2594.0,1538.0,1538.0,Petrol,M,1984.0,140.0
9037,FR,4415464,Audi,M1,M1,1380.0,108.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9038,FR,4415465,Audi,M1,M1,1340.0,129.0,2586.0,1534.0,1534.0,Petrol,M,1984.0,140.0
9039,FR,4415466,Audi,M1,M1,1305.0,107.0,2586.0,1534.0,1534.0,Diesel,M,1598.0,81.0
9040,FR,4415467,Audi,M1,M1,1360.0,103.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,85.0
9041,FR,4415468,Audi,M1,M1,1360.0,107.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,85.0
9042,FR,4415469,Audi,M1,M1,1560.0,117.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,88.0
9043,FR,4415470,Audi,M1,M1,1450.0,116.0,2594.0,1538.0,1538.0,Petrol,M,1395.0,110.0
9044,FR,4415471,Audi,M1,M1,1350.0,107.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,81.0
9045,FR,4415472,Audi,M1,M1,1395.0,119.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9046,FR,4415473,Audi,M1,M1,1225.0,107.0,2586.0,1534.0,1534.0,Petrol,M,999.0,85.0
9047,FR,4415474,Audi,M1,M1,1505.0,162.0,2621.0,1534.0,1534.0,Petrol,M,1984.0,228.0
9048,FR,4415475,Audi,M1,M1,1560.0,119.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,88.0
9049,FR,4415476,Audi,M1,M1,1505.0,131.0,2618.0,1538.0,1538.0,Diesel,M,1968.0,135.0
9050,FR,4415477,Audi,M1,M1,1395.0,116.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9051,FR,4415478,Audi,M1,M1,1395.0,119.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9052,FR,4415479,Audi,M1,M1,1335.0,109.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,85.0
9053,FR,4415480,Audi,M1,M1,1415.0,116.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9054,FR,4415481,Audi,M1,M1,1335.0,109.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,85.0
9055,FR,4415482,Audi,M1,M1,1315.0,114.0,2621.0,1534.0,1534.0,Petrol,M,1395.0,110.0
9056,FR,4415483,Audi,M1,M1,1590.0,131.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,110.0
9057,FR,4415484,Audi,M1,M1,1365.0,128.0,2618.0,1538.0,1538.0,Petrol,M,1984.0,140.0
9058,FR,4415485,Audi,M1,M1,1460.0,134.0,2621.0,1534.0,1534.0,Petrol,M,1984.0,140.0
9059,FR,4415486,Audi,M1,M1,1305.0,107.0,2586.0,1534.0,1534.0,Diesel,M,1598.0,81.0
9060,FR,4415487,Audi,M1,M1,1315.0,115.0,2621.0,1534.0,1534.0,Petrol,M,1395.0,110.0
9061,FR,4415488,Audi,M1,M1,1415.0,119.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9062,FR,4415489,Audi,M1,M1,1395.0,116.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9063,FR,4415490,Audi,M1,M1,1700.0,139.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,135.0
9064,FR,4415491,Audi,M1,M1,1395.0,119.0,2618.0,1538.0,1538.0,Diesel,M,1968.0,110.0
9065,FR,4415492,Audi,M1,M1,1360.0,107.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,85.0
9066,FR,4415493,Audi,M1,M1,1305.0,107.0,2586.0,1534.0,1534.0,Diesel,M,1598.0,81.0
9067,FR,4415494,Audi,M1,M1,1315.0,114.0,2621.0,1534.0,1534.0,Petrol,M,1498.0,110.0
9068,FR,4415495,Audi,M1,M1,1350.0,99.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,81.0
9069,FR,4415496,Audi,M1,M1,1415.0,116.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9070,FR,4415497,Audi,M1,M1,1395.0,120.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9071,FR,4415498,Audi,M1,M1,1590.0,131.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,110.0
9072,FR,4415499,Audi,M1,M1,1280.0,107.0,2618.0,1538.0,1538.0,Petrol,M,999.0,85.0
9073,FR,4415500,Audi,M1,M1,1305.0,107.0,2586.0,1534.0,1534.0,Diesel,M,1598.0,81.0
9074,FR,4415501,Audi,M1,M1,1380.0,112.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9075,FR,4415502,Audi,M1,M1,1370.0,120.0,2586.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9076,FR,4415503,Audi,M1,M1,1480.0,138.0,2601.0,1553.0,1553.0,Petrol,M,1395.0,110.0
9077,FR,4415504,Audi,M1,M1,1385.0,108.0,2618.0,1538.0,1538.0,Diesel,M,1968.0,110.0
9078,FR,4415505,Audi,M1,M1,1350.0,99.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,81.0
9079,FR,4415506,Audi,M1,M1,1360.0,103.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,85.0
9080,FR,4415507,Audi,M1,M1,1460.0,124.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9081,FR,4415508,Audi,M1,M1,1360.0,99.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,81.0
9082,FR,4415509,Audi,M1,M1,1390.0,130.0,2621.0,1534.0,1534.0,Petrol,M,1984.0,140.0
9083,FR,4415510,Audi,M1,M1,1315.0,115.0,2621.0,1534.0,1534.0,Petrol,M,1395.0,110.0
9084,FR,4415511,Audi,M1,M1,1590.0,132.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,88.0
9085,FR,4415512,Audi,M1,M1,1395.0,129.0,2618.0,1538.0,1538.0,Petrol,M,1984.0,140.0
9086,FR,4415513,Audi,M1,M1,1360.0,99.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,81.0
9087,FR,4415514,Audi,M1,M1,1360.0,99.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,81.0
9088,FR,4415515,Audi,M1,M1,1315.0,113.0,2621.0,1534.0,1534.0,Petrol,M,1498.0,110.0
9089,FR,4415516,Audi,M1,M1,1395.0,116.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9090,FR,4415517,Audi,M1,M1,1365.0,101.0,2618.0,1538.0,1538.0,Diesel,M,1598.0,81.0
9091,FR,4415518,Audi,M1,M1,1380.0,108.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9092,FR,4415519,Audi,M1,M1,1560.0,121.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,88.0
9093,FR,4415520,Audi,M1,M1,1395.0,119.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9094,FR,4415521,Audi,M1,M1,1380.0,111.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9095,FR,4415522,Audi,M1,M1,1350.0,99.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,81.0
9096,FR,4415523,Audi,M1,M1,1315.0,113.0,2621.0,1534.0,1534.0,Petrol,M,1498.0,110.0
9097,FR,4415524,Audi,M1,M1,1275.0,107.0,2621.0,1534.0,1534.0,Petrol,M,999.0,85.0
9098,FR,4415525,Audi,M1,M1,1450.0,114.0,2594.0,1538.0,1538.0,Petrol,M,1395.0,110.0
9099,FR,4415526,Audi,M1,M1,1680.0,129.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,110.0
9100,FR,4415527,Audi,M1,M1,1315.0,115.0,2621.0,1534.0,1534.0,Petrol,M,1395.0,110.0
9101,FR,4415528,Audi,M1,M1,1615.0,38.0,2621.0,1534.0,1534.0,Petrol/electric,M,1395.0,110.0
9102,FR,4415529,Audi,M1,M1,1380.0,109.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9103,FR,4415530,Audi,M1,M1,1395.0,119.0,2618.0,1538.0,1538.0,Diesel,M,1968.0,110.0
9104,FR,4415531,Audi,M1,M1,1590.0,132.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,110.0
9105,FR,4415532,Audi,M1,M1,1315.0,115.0,2621.0,1534.0,1534.0,Petrol,M,1395.0,110.0
9106,FR,4415533,Audi,M1,M1,1335.0,106.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,85.0
9107,FR,4415534,Audi,M1,M1,1315.0,115.0,2621.0,1534.0,1534.0,Petrol,M,1395.0,110.0
9108,FR,4415535,Audi,M1,M1,1395.0,115.0,2618.0,1538.0,1538.0,Diesel,M,1968.0,110.0
9109,FR,4415536,Audi,M1,M1,1315.0,113.0,2621.0,1534.0,1534.0,Petrol,M,1498.0,110.0
9110,FR,4415537,Audi,M1,M1,1700.0,139.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,135.0
9111,FR,4415538,Audi,M1,M1,1225.0,107.0,2586.0,1534.0,1534.0,Petrol,M,999.0,85.0
9112,FR,4415539,Audi,M1,M1,1335.0,106.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,85.0
9113,FR,4415540,Audi,M1,M1,1395.0,116.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9114,FR,4415541,Audi,M1,M1,1275.0,107.0,2621.0,1534.0,1534.0,Petrol,M,999.0,85.0
9115,FR,4415542,Audi,M1,M1,1470.0,119.0,2594.0,1538.0,1538.0,Petrol,M,1395.0,110.0
9116,FR,4415543,Audi,M1,M1,1680.0,133.0,2601.0,1553.0,1553.0,Diesel,M,1968.0,110.0
9117,FR,4415544,Audi,M1,M1,1360.0,103.0,2621.0,1534.0,1534.0,Diesel,M,1598.0,85.0
9118,FR,4415545,Audi,M1,M1,1255.0,107.0,2621.0,1534.0,1534.0,Petrol,M,999.0,85.0
9119,FR,4415546,Audi,M1,M1,1380.0,108.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9120,FR,4415547,Audi,M1,M1,1670.0,134.0,2594.0,1538.0,1538.0,Diesel,M,1968.0,135.0
9121,FR,4415548,Audi,M1,M1,1525.0,130.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,135.0
9122,FR,4415549,Audi,M1,M1,1255.0,107.0,2621.0,1534.0,1534.0,Petrol,M,999.0,85.0
9123,FR,4415550,Audi,M1,M1,1395.0,116.0,2621.0,1534.0,1534.0,Diesel,M,1968.0,110.0
9124,FR,3080797,Land rover,M1G,M1G,1911.0,154.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,177.0
9125,FR,3080802,Land rover,M1G,M1G,1911.0,154.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,177.0
9126,FR,3080809,Land rover,M1G,M1G,1900.0,142.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,132.0
9127,FR,3080815,Land rover,M1G,M1G,1900.0,142.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,132.0
9128,FR,3080822,Land rover,M1G,M1G,1911.0,154.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,177.0
9129,FR,3080828,Land rover,M1G,M1G,1900.0,142.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,132.0
9130,FR,3080833,Land rover,M1G,M1G,1911.0,154.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,177.0
9131,FR,3080839,Land rover,M1G,M1G,1911.0,154.0,2874.0,1644.0,1644.0,Diesel,M,1999.0,177.0
9132,FR,3080846,Land rover,M1G,M1G,1911.0,154.0,2874.0,1644.0,1644.0,Diesel,M,1999.0,177.0
9133,FR,3080851,Land rover,M1G,M1G,1911.0,154.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,177.0
9134,FR,3080857,Land rover,M1G,M1G,1911.0,154.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,177.0
9135,FR,3080863,Land rover,M1G,M1G,1911.0,154.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,177.0
9136,FR,3080900,Land rover,M1G,M1G,1911.0,154.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,177.0
9137,FR,3080906,Land rover,M1G,M1G,1911.0,154.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,177.0
9138,FR,3080913,Land rover,M1G,M1G,1911.0,154.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,177.0
9139,FR,3080920,Land rover,M1G,M1G,1911.0,154.0,2874.0,1644.0,1644.0,Diesel,M,1999.0,177.0
9140,FR,3080924,Land rover,M1G,M1G,1911.0,154.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,177.0
9141,FR,3080931,Land rover,M1G,M1G,1911.0,154.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,177.0
9142,FR,3080936,Land rover,M1G,M1G,1911.0,154.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,177.0
9143,FR,3080954,Land rover,M1G,M1G,1911.0,154.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,177.0
9144,FR,3080959,Land rover,M1G,M1G,1911.0,154.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,177.0
9145,FR,3080964,Land rover,M1G,M1G,1911.0,154.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,177.0
9146,FR,3080973,Land rover,M1G,M1G,1911.0,154.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,177.0
9147,FR,3081015,Land rover,M1G,M1G,1900.0,142.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,132.0
9148,FR,3081021,Land rover,M1G,M1G,1911.0,154.0,2874.0,1640.0,1640.0,Diesel,M,1999.0,177.0
