,ID,MS,Mp,Mh,Man,MMS,TAN,T,Va,Ve,Mk,Cn,Ct,Cr,m (kg),Enedc (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW)
2849,2458273,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
2850,2458279,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
2851,2458284,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
2852,2458413,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,5RBF,5RBF0A,RENAULT,CLIO,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,55.0
2853,2458420,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,5RBF,5RBF0A,RENAULT,CLIO,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,55.0
2854,2458427,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,5RBF,5RBF0A,RENAULT,CLIO,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,55.0
2855,2458437,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*77,R,7R01,7R010K,RENAULT,CLIO,M1,M1,1280.0,90.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,81.0
2856,2458444,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*77,R,7R01,7R010K,RENAULT,CLIO,M1,M1,1280.0,90.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,81.0
2857,2458451,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*77,R,7R01,7R010K,RENAULT,CLIO,M1,M1,1280.0,90.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,81.0
2858,2458456,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*77,R,7R01,7R010K,RENAULT,CLIO,M1,M1,1280.0,90.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,81.0
2859,2458542,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JH2,A36RVA015000,RENAULT,SCENIC,M1,M1,1505.0,100.0,2734.0,1602.0,1602.0,DIESEL,M,1461.0,81.0
2860,2458550,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JH2,A3BRVA015000,RENAULT,SCENIC,M1,M1,1576.0,104.0,2734.0,1602.0,1602.0,DIESEL,M,1461.0,81.0
2861,2458558,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JH2,A36RVA015000,RENAULT,SCENIC,M1,M1,1505.0,100.0,2734.0,1602.0,1602.0,DIESEL,M,1461.0,81.0
2862,2458561,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JH2,A26RVA015000,RENAULT,SCENIC,M1,M1,1505.0,100.0,2734.0,1602.0,1602.0,DIESEL,M,1461.0,70.0
2863,2458570,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*01,RFA,JH2,A36RVA015000,RENAULT,SCENIC,M1,M1,1505.0,100.0,2734.0,1602.0,1602.0,DIESEL,M,1461.0,81.0
2864,2458577,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*01,RFA,JH2,A36RVA015000,RENAULT,SCENIC,M1,M1,1505.0,100.0,2734.0,1602.0,1602.0,DIESEL,M,1461.0,81.0
2865,2458583,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*01,RFA,RH2,A36RVA017000,RENAULT,SCENIC,M1,M1,1607.0,104.0,2804.0,1602.0,1602.0,DIESEL,M,1461.0,81.0
2866,2458592,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JF2,MR6RVA015000,RENAULT,SCENIC,M1,M1,1505.0,129.0,2734.0,1602.0,1602.0,PETROL,M,1197.0,97.0
2867,2458600,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JH2,A3BRVA015000,RENAULT,SCENIC,M1,M1,1576.0,104.0,2734.0,1602.0,1602.0,DIESEL,M,1461.0,81.0
2868,2458606,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*01,RFA,RH2,A36RVA017000,RENAULT,SCENIC,M1,M1,1607.0,104.0,2804.0,1602.0,1602.0,DIESEL,M,1461.0,81.0
2869,2458612,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JH2,A3BRVA015000,RENAULT,SCENIC,M1,M1,1576.0,104.0,2734.0,1602.0,1602.0,DIESEL,M,1461.0,81.0
2870,2458620,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JH2,A46RVA015000,RENAULT,SCENIC,M1,M1,1615.0,116.0,2734.0,1602.0,1602.0,DIESEL,M,1598.0,96.0
2871,2458626,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JH2,A46RVA015000,RENAULT,SCENIC,M1,M1,1615.0,116.0,2734.0,1602.0,1602.0,DIESEL,M,1598.0,96.0
2872,2458633,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JH2,A3BRVA015000,RENAULT,SCENIC,M1,M1,1576.0,104.0,2734.0,1602.0,1602.0,DIESEL,M,1461.0,81.0
2873,2458639,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JH2,A46RVA015000,RENAULT,SCENIC,M1,M1,1615.0,116.0,2734.0,1602.0,1602.0,DIESEL,M,1598.0,96.0
2874,2458686,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
2875,2458747,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
2876,2458752,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
2877,2458758,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
2878,2462813,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2001/116*0327*83,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
2879,2462820,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*01,RFA,JH2,A36RVA015000,RENAULT,SCENIC,M1,M1,1505.0,100.0,2734.0,1602.0,1602.0,DIESEL,M,1461.0,81.0
2880,2462826,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*01,RFA,JH2,A36RVA015000,RENAULT,SCENIC,M1,M1,1505.0,100.0,2734.0,1602.0,1602.0,DIESEL,M,1461.0,81.0
2881,2462833,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*01,RFA,JH2,A36RVA015000,RENAULT,SCENIC,M1,M1,1505.0,100.0,2734.0,1602.0,1602.0,DIESEL,M,1461.0,81.0
2882,2462842,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JH2,A36RVA015000,RENAULT,SCENIC,M1,M1,1505.0,100.0,2734.0,1602.0,1602.0,DIESEL,M,1461.0,81.0
2883,2462848,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JF2,MR6RVA015000,RENAULT,SCENIC,M1,M1,1505.0,129.0,2734.0,1602.0,1602.0,PETROL,M,1197.0,97.0
2884,2462855,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JF2,MR6RVA015000,RENAULT,SCENIC,M1,M1,1505.0,129.0,2734.0,1602.0,1602.0,PETROL,M,1197.0,97.0
2885,2462862,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JH2,A5ARVA015000,RENAULT,SCENIC,M1,M1,1614.0,118.0,2734.0,1602.0,1602.0,DIESEL,M,1598.0,118.0
2886,2462869,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JF2,MR6RVA015000,RENAULT,SCENIC,M1,M1,1505.0,129.0,2734.0,1602.0,1602.0,PETROL,M,1197.0,97.0
2887,2462876,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JF2,MR6RVA015000,RENAULT,SCENIC,M1,M1,1505.0,129.0,2734.0,1602.0,1602.0,PETROL,M,1197.0,97.0
2888,2462884,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JF2,MR6RVA015000,RENAULT,SCENIC,M1,M1,1505.0,129.0,2734.0,1602.0,1602.0,PETROL,M,1197.0,97.0
2889,2462891,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,BH2,A3661A010000,RENAULT,MEGANE,M1,M1,1280.0,87.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2890,2462897,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,KH2,A1662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1596.0,1596.0,DIESEL,M,1461.0,66.0
2891,2462904,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,BF2,MRB62A010000,RENAULT,MEGANE,M1,M1,1333.0,122.0,2670.0,1596.0,1596.0,PETROL,M,1197.0,97.0
2892,2462911,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,BH2,A3A62A010000,RENAULT,MEGANE,M1,M1,1386.0,95.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2893,2462949,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,KH2,A3A62A010000,RENAULT,MEGANE,M1,M1,1395.0,95.0,2712.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2894,2462955,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,BF2,MS66SA010000,RENAULT,MEGANE,M1,M1,1280.0,120.0,2670.0,1596.0,1596.0,PETROL,M,1197.0,74.0
2895,2462961,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,BH2,A3662A010000,RENAULT,MEGANE,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2896,2462969,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*07,RFB,BF2,MR662A010000,RENAULT,MEGANE,M1,M1,1280.0,119.0,2670.0,1596.0,1596.0,PETROL,M,1197.0,97.0
2897,2462976,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*07,RFB,BF2,MRB62B010000,RENAULT,MEGANE,M1,M1,1345.0,124.0,2670.0,1596.0,1596.0,PETROL,M,1197.0,97.0
2898,2462983,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*08,RFB,BH2,A3662A010000,RENAULT,MEGANE,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2899,2462990,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*07,RFB,BF4,MVB62C010000,RENAULT,MEGANE,M1,M1,1467.0,134.0,2670.0,1596.0,1596.0,PETROL,M,1618.0,151.0
2900,2463010,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2001/116*0327*83,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
2901,2463016,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2001/116*0327*83,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
2902,2463048,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2001/116*0327*83,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
2903,2463052,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
2904,2463058,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
2905,2463068,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*08,RFB,BF2,MRB62A010000,RENAULT,MEGANE,M1,M1,1333.0,122.0,2670.0,1596.0,1596.0,PETROL,M,1197.0,97.0
2906,2463081,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*08,RFB,BH2,A3A62A010000,RENAULT,MEGANE,M1,M1,1386.0,95.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2907,2463089,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*08,RFB,BF2,MRB62A010000,RENAULT,MEGANE,M1,M1,1333.0,122.0,2670.0,1596.0,1596.0,PETROL,M,1197.0,97.0
2908,2463100,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*08,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2909,2463113,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*03,RFB,KH2,A3A62A010000,RENAULT,MEGANE,M1,M1,1395.0,95.0,2712.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2910,2463120,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*03,RFB,KH2,A3A62A010000,RENAULT,MEGANE,M1,M1,1395.0,95.0,2712.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2911,2463127,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*03,RFB,KH2,A3A62A010000,RENAULT,MEGANE,M1,M1,1395.0,95.0,2712.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2912,2463132,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*03,RFB,KH2,A3A62A010000,RENAULT,MEGANE,M1,M1,1395.0,95.0,2712.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2913,2463137,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*08,RFB,BF2,MR662A010000,RENAULT,MEGANE,M1,M1,1280.0,119.0,2670.0,1596.0,1596.0,PETROL,M,1197.0,97.0
2914,2463145,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*08,RFB,BF2,MS66SA010000,RENAULT,MEGANE,M1,M1,1280.0,120.0,2670.0,1596.0,1596.0,PETROL,M,1197.0,74.0
2915,2463150,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*08,RFB,KH2,A3661A010000,RENAULT,MEGANE,M1,M1,1387.0,90.0,2712.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2916,2463156,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*08,RFB,BF2,MS66SA010000,RENAULT,MEGANE,M1,M1,1280.0,120.0,2670.0,1596.0,1596.0,PETROL,M,1197.0,74.0
2917,2463166,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*08,RFB,KH2,A1662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1596.0,1596.0,DIESEL,M,1461.0,66.0
2918,2463172,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*07,RFB,BH2,A3A62A010000,RENAULT,MEGANE,M1,M1,1386.0,95.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2919,2463176,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*08,RFB,KH2,A1662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1596.0,1596.0,DIESEL,M,1461.0,66.0
2920,2463181,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*07,RFB,BH2,A3662A010000,RENAULT,MEGANE,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2921,2463185,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*07,RFB,BH2,A3662A010000,RENAULT,MEGANE,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2922,2463187,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,BF2,MRB62A010000,RENAULT,MEGANE,M1,M1,1333.0,122.0,2670.0,1596.0,1596.0,PETROL,M,1197.0,97.0
2923,2463194,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*07,RFB,BH2,A1662A010000,RENAULT,MEGANE,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,66.0
2924,2463201,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,BH2,A3662A010000,RENAULT,MEGANE,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2925,2463206,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,BH2,A3662A010000,RENAULT,MEGANE,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2926,2463213,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,BF2,MS66SA010000,RENAULT,MEGANE,M1,M1,1280.0,120.0,2670.0,1596.0,1596.0,PETROL,M,1197.0,74.0
2927,2463218,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,KH2,A4662A010000,RENAULT,MEGANE,M1,M1,1469.0,103.0,2712.0,1596.0,1596.0,DIESEL,M,1598.0,96.0
2928,2463225,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,BH2,A1662A010000,RENAULT,MEGANE,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,66.0
2929,2463231,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,BH2,A1662A010000,RENAULT,MEGANE,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,66.0
2930,2463238,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,BH2,A3662A010000,RENAULT,MEGANE,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2931,2463246,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*05,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2932,2463252,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*05,RFB,KH2,A3662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2933,2463260,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,KH2,A3A62A010000,RENAULT,MEGANE,M1,M1,1395.0,95.0,2712.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
2934,2463303,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*07,RFB,BF2,MS66SA010000,RENAULT,MEGANE,M1,M1,1280.0,120.0,2670.0,1596.0,1596.0,PETROL,M,1197.0,74.0
2935,2463310,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*07,RFB,KH2,A1662A010000,RENAULT,MEGANE,M1,M1,1387.0,95.0,2712.0,1596.0,1596.0,DIESEL,M,1461.0,66.0
2936,2463317,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*07,RFB,BF4,MVB62C010000,RENAULT,MEGANE,M1,M1,1467.0,134.0,2670.0,1596.0,1596.0,PETROL,M,1618.0,151.0
2937,2463324,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*05,RFB,BH2,A1662A010000,RENAULT,MEGANE,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,66.0
2938,2463331,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0470*05,RFC,RFCJD2,RFCJD2A5AA00007000,RENAULT,ESPACE,M1,M1,1735.0,120.0,2884.0,1634.0,1634.0,DIESEL,M,1598.0,118.0
2939,2463337,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0470*05,RFC,RFCJD2,RFCJD2A5AA00007000,RENAULT,ESPACE,M1,M1,1735.0,120.0,2884.0,1634.0,1634.0,DIESEL,M,1598.0,118.0
2940,2463343,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0470*06,RFC,RFCJD4,RFCJD4A5AA00007000,RENAULT,ESPACE,M1,M1,1735.0,120.0,2884.0,1634.0,1634.0,DIESEL,M,1598.0,118.0
2941,2463350,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,5RBF,5RBF0A,RENAULT,CLIO,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,55.0
2942,2463355,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,5RBF,5RBF0A,RENAULT,CLIO,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,55.0
2943,2463363,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,5RBF,5RBF0A,RENAULT,CLIO,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,55.0
2944,2463369,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,7R01,7R010K,RENAULT,CLIO,M1,M1,1280.0,90.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,81.0
2945,2463376,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,7R01,7R010K,RENAULT,CLIO,M1,M1,1280.0,90.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,81.0
2946,2463380,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,7R01,7R010K,RENAULT,CLIO,M1,M1,1280.0,90.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,81.0
2947,2463387,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,7R01,7R010K,RENAULT,CLIO,M1,M1,1280.0,90.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,81.0
2948,2463426,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0470*02,RFC,JE2,MEBA00007000,RENAULT,ESPACE,M1,M1,1721.0,140.0,2884.0,1634.0,1634.0,PETROL,M,1618.0,147.0
2949,2463433,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0470*02,RFC,RFCJD2,RFCJD2A5AA00007000,RENAULT,ESPACE,M1,M1,1735.0,120.0,2884.0,1634.0,1634.0,DIESEL,M,1598.0,118.0
2950,2463440,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0470*02,RFC,JE2,MEBA00007000,RENAULT,ESPACE,M1,M1,1721.0,140.0,2884.0,1634.0,1634.0,PETROL,M,1618.0,147.0
2951,2463462,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
2952,2463469,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
2953,2463500,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
2954,2463506,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
2955,2463513,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
2956,2463520,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
2976,2463843,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0475*09,RFE,HH2,A3AABA005000,RENAULT,KADJAR,M1,M1,1482.0,99.0,2647.0,1562.0,1562.0,DIESEL,M,1461.0,81.0
2977,2463849,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0475*09,RFE,HF2MR6,RFEHF2MR6ABA005000,RENAULT,KADJAR,M1,M1,1381.0,126.0,2647.0,1562.0,1562.0,PETROL,M,1197.0,96.0
