,ID,MS,Mp,Mh,Man,MMS,TAN,T,Va,Ve,Mk,Cn,Ct,Cr,m (kg),Enedc (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW)
15068,2467134,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,RH2,A46RVA015000,RENAULT,SCENIC,M1,M1,1615.0,119.0,2804.0,1602.0,1602.0,DIESEL,M,1598.0,96.0
15069,2467142,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,RH2,A3BRVA017000,RENAULT,SCENIC,M1,M1,1615.0,104.0,2804.0,1602.0,1602.0,DIESEL,M,1461.0,81.0
15070,2467149,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JH2,A36RVA015000,RENAULT,SCENIC,M1,M1,1505.0,100.0,2734.0,1602.0,1602.0,DIESEL,M,1461.0,81.0
15071,2467155,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,JH2,A36RVA015000,RENAULT,SCENIC,M1,M1,1505.0,100.0,2734.0,1602.0,1602.0,DIESEL,M,1461.0,81.0
15072,2467162,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,RH2,A3BRVA017000,RENAULT,SCENIC,M1,M1,1615.0,104.0,2804.0,1602.0,1602.0,DIESEL,M,1461.0,81.0
15073,2467168,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0574*02,RFA,RH2,A36RVA015000,RENAULT,SCENIC,M1,M1,1578.0,104.0,2804.0,1602.0,1602.0,DIESEL,M,1461.0,81.0
15074,2467192,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,BF4,MVB62C010000,RENAULT,MEGANE,M1,M1,1467.0,134.0,2670.0,1596.0,1596.0,PETROL,M,1618.0,151.0
15075,2467197,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,BF4,MVB62C010000,RENAULT,MEGANE,M1,M1,1467.0,134.0,2670.0,1596.0,1596.0,PETROL,M,1618.0,151.0
15076,2467202,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,KF2,MRB62A010000,RENAULT,MEGANE,M1,M1,1392.0,122.0,2712.0,1596.0,1596.0,PETROL,M,1197.0,97.0
15077,2467230,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,BH2,A1662A010000,RENAULT,MEGANE,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,66.0
15078,2467234,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,BH2,A3662A010000,RENAULT,MEGANE,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
15079,2467278,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*06,RFB,BF2,MS66SA010000,RENAULT,MEGANE,M1,M1,1280.0,120.0,2670.0,1596.0,1596.0,PETROL,M,1197.0,74.0
15080,2467288,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*07,RFB,BF2,MRB62B010000,RENAULT,MEGANE,M1,M1,1345.0,124.0,2670.0,1596.0,1596.0,PETROL,M,1197.0,97.0
15081,2467294,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*08,RFB,BH2,A3662A010000,RENAULT,MEGANE,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
15082,2467299,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*07,RFB,BH2,A1662A010000,RENAULT,MEGANE,M1,M1,1280.0,95.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,66.0
15083,2467315,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
15084,2467321,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
15085,2467329,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,5RBF,5RBF0A,RENAULT,CLIO,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,55.0
15086,2467335,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,5RBF,5RBF0A,RENAULT,CLIO,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,55.0
15087,2467341,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,7R01,7R010K,RENAULT,CLIO,M1,M1,1280.0,90.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,81.0
15088,2467347,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,7R01,7R010K,RENAULT,CLIO,M1,M1,1280.0,90.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,81.0
15089,2467530,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0457*09,AH,AHB,AHB25A,RENAULT,TWINGO,M1,M1,1068.0,108.0,2492.0,1455.0,1455.0,PETROL,M,898.0,66.0
15090,2467660,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
15091,2467669,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
15092,2467676,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2001/116*0327*83,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
15093,2467826,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
15094,2467833,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
15095,2455944,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*77,R,7R01,7R010K,RENAULT,CLIO,M1,M1,1280.0,90.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,81.0
15096,2455950,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*77,R,7R01,7R010K,RENAULT,CLIO,M1,M1,1280.0,90.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,81.0
15097,2455958,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*77,R,7R01,7R010K,RENAULT,CLIO,M1,M1,1280.0,90.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,81.0
15098,2455963,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*77,R,7R01,7R010K,RENAULT,CLIO,M1,M1,1280.0,90.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,81.0
15099,2456020,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
15100,2456027,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
15101,2456036,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,5RBF,5RBF0A,RENAULT,CLIO,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,55.0
15102,2456045,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*77,R,7R01,7R010K,RENAULT,CLIO,M1,M1,1280.0,90.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,81.0
15103,2456052,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*77,R,7R01,7R010K,RENAULT,CLIO,M1,M1,1280.0,90.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,81.0
15104,2456062,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0457*08,AH,AHB,AHB25A,RENAULT,TWINGO,M1,M1,1068.0,108.0,2492.0,1455.0,1455.0,PETROL,M,898.0,66.0
15105,2456068,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0457*08,AH,AHB,AHB25A,RENAULT,TWINGO,M1,M1,1068.0,108.0,2492.0,1455.0,1455.0,PETROL,M,898.0,66.0
15106,2456109,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0457*09,AH,B,44A,RENAULT,TWINGO,M1,M1,1048.0,102.0,2492.0,1455.0,1455.0,PETROL,M,999.0,51.0
15107,2456119,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2001/116*0364*43,W,KW41,KW41B1,RENAULT,KANGOO,M1,M1,1395.0,112.0,2697.0,1521.0,1521.0,DIESEL,M,1461.0,66.0
15108,2456125,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2001/116*0364*43,W,KW41,KW41B1,RENAULT,KANGOO,M1,M1,1395.0,112.0,2697.0,1521.0,1521.0,DIESEL,M,1461.0,66.0
15109,2456134,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*08,RFB,BH2,A3A62A010000,RENAULT,MEGANE,M1,M1,1386.0,95.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
15110,2456141,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0546*08,RFB,BH2,A3A62B010000,RENAULT,MEGANE,M1,M1,1395.0,98.0,2670.0,1596.0,1596.0,DIESEL,M,1461.0,81.0
15111,2456217,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
15112,2456221,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
15113,2456228,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
15114,2456428,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
15115,2456487,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
15116,2456492,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
15117,2456498,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*82,R,2R01,2R0115,RENAULT,CAPTUR,M1,M1,1275.0,95.0,2606.0,1531.0,1531.0,DIESEL,M,1461.0,66.0
15118,2456502,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,5RBF,5RBF0A,RENAULT,CLIO,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,55.0
15119,2456507,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,5RBF,5RBF0A,RENAULT,CLIO,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,55.0
15120,2456512,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,5RBF,5RBF0A,RENAULT,CLIO,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,55.0
15121,2456573,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*77,R,7R01,7R010K,RENAULT,CLIO,M1,M1,1280.0,90.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,81.0
15122,2456580,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*77,R,7R01,7R010K,RENAULT,CLIO,M1,M1,1280.0,90.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,81.0
15314,3344416,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1055.0,106.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
15315,3344421,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCHYBX01,NFM5FM5CF008N617,SKODA,FABIA,M1,M1,1055.0,108.0,2455.0,1441.0,1441.0,Petrol,M,999.0,55.0
15316,3344424,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1055.0,106.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
15317,3344429,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCHYBX01,NFM5FM5CF008N617,SKODA,FABIA,M1,M1,1055.0,108.0,2455.0,1441.0,1441.0,Petrol,M,999.0,55.0
15318,3344444,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCUSBX01,NFM5FM5A4054N617,SKODA,FABIA,M1,M1,1156.0,100.0,2455.0,1441.0,1441.0,Diesel,M,1422.0,66.0
15319,3344451,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1055.0,106.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
15320,3344453,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCUSBX01,NFM5FM5A4054N617,SKODA,FABIA,M1,M1,1156.0,100.0,2455.0,1441.0,1441.0,Diesel,M,1422.0,66.0
15321,3344459,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1055.0,106.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
15322,3344462,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCUSBX01,NFM5FM5A4054N617,SKODA,FABIA,M1,M1,1156.0,100.0,2455.0,1441.0,1441.0,Diesel,M,1422.0,66.0
15323,3344463,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCUSBX01,NFM5FM5A4054N617,SKODA,FABIA,M1,M1,1156.0,100.0,2455.0,1441.0,1441.0,Diesel,M,1422.0,66.0
15324,3344468,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1055.0,106.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
15325,3344469,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCUSBX01,NFM5FM5A4054N617,SKODA,FABIA,M1,M1,1156.0,100.0,2455.0,1441.0,1441.0,Diesel,M,1422.0,66.0
15326,3344470,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*53,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1080.0,110.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
15327,3344471,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCUSBX01,NFM5FM5A4054N617,SKODA,FABIA,M1,M1,1156.0,100.0,2455.0,1441.0,1441.0,Diesel,M,1422.0,66.0
15328,3344476,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1055.0,106.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
15329,3344477,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCUSBX01,NFM5FM5A4054N617,SKODA,FABIA,M1,M1,1156.0,100.0,2455.0,1441.0,1441.0,Diesel,M,1422.0,66.0
15330,3344478,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*53,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1080.0,110.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
15331,3344479,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCUSBX01,NFM5FM5A4054N617,SKODA,FABIA,M1,M1,1156.0,100.0,2455.0,1441.0,1441.0,Diesel,M,1422.0,66.0
15332,3344484,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1055.0,106.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
15333,3344485,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCUSBX01,NFM5FM5A4054N617,SKODA,FABIA,M1,M1,1156.0,100.0,2455.0,1441.0,1441.0,Diesel,M,1422.0,66.0
15334,3344499,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*51,5J,ABCHYBX01,NFM5FM5CF008N617,SKODA,FABIA,M1,M1,1080.0,111.0,2455.0,1441.0,1441.0,Petrol,M,999.0,55.0
15335,3344507,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*51,5J,ABCHYBX01,NFM5FM5CF008N617,SKODA,FABIA,M1,M1,1080.0,111.0,2455.0,1441.0,1441.0,Petrol,M,999.0,55.0
15336,3344514,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*48,5J,ABCUSBX01,NFM5FM5A4054N617,SKODA,FABIA,M1,M1,1156.0,93.0,2455.0,1441.0,1441.0,Diesel,M,1422.0,66.0
15337,3344521,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*48,5J,ABCUSBX01,NFM5FM5A4054N617,SKODA,FABIA,M1,M1,1156.0,93.0,2455.0,1441.0,1441.0,Diesel,M,1422.0,66.0
15338,3344533,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2007/46*0250*17,NH,ABCXMA,NFM5FM52R029STN762SK,SKODA,RAPID,M1,M1,1290.0,109.0,2590.0,1441.0,1441.0,Diesel,M,1598.0,85.0
15339,3344538,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*53,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1080.0,110.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
15340,3344540,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2007/46*0250*18,NH,ABCXMA,NFM5FM52R029STN762SK,SKODA,RAPID,M1,M1,1290.0,109.0,2590.0,1441.0,1441.0,Diesel,M,1598.0,85.0
15341,3344543,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCUSBX01,NFM5FM5A4054N617,SKODA,FABIA,M1,M1,1156.0,100.0,2455.0,1441.0,1441.0,Diesel,M,1422.0,66.0
15342,3344546,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*48,5J,ABCUSBX01,NFM5FM5A4054N617,SKODA,FABIA,M1,M1,1156.0,93.0,2455.0,1441.0,1441.0,Diesel,M,1422.0,66.0
15343,3344547,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*53,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1080.0,110.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
15344,3344548,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2007/46*0250*18,NH,ABCXMA,NFM5FM52R029STN762SK,SKODA,RAPID,M1,M1,1290.0,109.0,2590.0,1441.0,1441.0,Diesel,M,1598.0,85.0
15345,3344554,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*53,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1080.0,110.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
15346,3344555,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2007/46*0250*18,NH,ABCXMA,NFM5FM52R029STN762SK,SKODA,RAPID,M1,M1,1290.0,109.0,2590.0,1441.0,1441.0,Diesel,M,1598.0,85.0
15347,3344556,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*49,5J,ABCUSBX01,NFM5FM5A4054N617,SKODA,FABIA,M1,M1,1156.0,93.0,2455.0,1441.0,1441.0,Diesel,M,1422.0,66.0
15348,3344559,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*52,5J,ABCHYBX01,NFM5FM5CF008N617,SKODA,FABIA,M1,M1,1080.0,111.0,2455.0,1441.0,1441.0,Petrol,M,999.0,55.0
15349,3344562,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*53,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1080.0,110.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
15350,3344563,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*49,5J,ABCUSBX01,NFM5FM5A4054N617,SKODA,FABIA,M1,M1,1156.0,93.0,2455.0,1441.0,1441.0,Diesel,M,1422.0,66.0
15351,3344564,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2007/46*0250*13,NH,ABCXMA,NFM5FM52R036STM762SK,SKODA,RAPID,M1,M1,1275.0,99.0,2590.0,1441.0,1441.0,Diesel,M,1598.0,85.0
15352,3344567,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*52,5J,ABCHYBX01,NFM5FM5CF008N617,SKODA,FABIA,M1,M1,1080.0,111.0,2455.0,1441.0,1441.0,Petrol,M,999.0,55.0
15353,3344569,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2007/46*0250*14,NH,ABCXMA,NFM5FM52R029STN762SK,SKODA,RAPID,M1,M1,1275.0,99.0,2590.0,1441.0,1441.0,Diesel,M,1598.0,85.0
15354,3344571,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*53,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1080.0,110.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
15355,3344574,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*52,5J,ABCHYBX01,NFM5FM5CF008N617,SKODA,FABIA,M1,M1,1080.0,111.0,2455.0,1441.0,1441.0,Petrol,M,999.0,55.0
15356,3344577,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*53,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1080.0,110.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
15357,3344578,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*51,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1080.0,110.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
15358,3344585,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*52,5J,ABCHYBX01,NFM5FM5CF008N617,SKODA,FABIA,M1,M1,1080.0,111.0,2455.0,1441.0,1441.0,Petrol,M,999.0,55.0
15359,3344586,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*51,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1080.0,110.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
15360,3344587,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*53,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1080.0,110.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
15361,3344591,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*50,5J,ABCUSBX01,NFM5FM5A4054N617,SKODA,FABIA,M1,M1,1156.0,100.0,2455.0,1441.0,1441.0,Diesel,M,1422.0,66.0
15362,3344592,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*52,5J,ABCHYBX01,NFM5FM5CF008N617,SKODA,FABIA,M1,M1,1080.0,111.0,2455.0,1441.0,1441.0,Petrol,M,999.0,55.0
15363,3344594,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*53,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1080.0,110.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
15364,3344595,FR,VW GROUP PC,SKODA,SKODA AUTO AS,SKODA AUTO AS,e11*2001/116*0291*51,5J,ABCHYAX01,NFM5FM5CF007N617,SKODA,FABIA,M1,M1,1080.0,110.0,2455.0,1441.0,1441.0,Petrol,M,999.0,44.0
